YearStart,LocationDesc,Sex,Data_Value
2011,Alabama,,34.8
2011,Alabama,,35.8
2011,Alabama,,32.3
2011,Alabama,,34.1
2011,Alabama,,28.8
2011,Alabama,,16.3
2011,Alabama,,27.8
2011,Alabama,,35.2
2011,Alabama,,35.5
2011,Alabama,,38.0
2011,Alabama,,36.4
2011,Alabama,,27.1
2011,Alabama,,32.9
2011,Alabama,,
2011,Alabama,,26.4
2011,Alabama,,23.8
2011,Alabama,Female,31.8
2011,Alabama,,
2011,Alabama,,32.8
2011,Alabama,,28.6
2011,Alabama,,38.5
2011,Alabama,,33.6
2011,Alabama,Male,32.3
2011,Alabama,,40.1
2011,Alabama,,29.8
2011,Alabama,,
2011,Alabama,,33.8
2011,Alabama,,32.0
2011,Alaska,,30.2
2011,Alaska,,32.2
2011,Alaska,,24.5
2011,Alaska,,27.8
2011,Alaska,,26.9
2011,Alaska,,19.8
2011,Alaska,,23.3
2011,Alaska,,23.5
2011,Alaska,,29.5
2011,Alaska,,29.2
2011,Alaska,,33.4
2011,Alaska,,29.3
2011,Alaska,,30.9
2011,Alaska,,
2011,Alaska,,22.1
2011,Alaska,,22.7
2011,Alaska,Female,26.7
2011,Alaska,,
2011,Alaska,,33.1
2011,Alaska,,31.5
2011,Alaska,,33.6
2011,Alaska,,28.8
2011,Alaska,Male,28.0
2011,Alaska,,
2011,Alaska,,25.9
2011,Alaska,,35.5
2011,Alaska,,25.8
2011,Alaska,,27.4
2011,Arizona,,32.3
2011,Arizona,,26.5
2011,Arizona,,20.7
2011,Arizona,,25.1
2011,Arizona,,19.7
2011,Arizona,,18.7
2011,Arizona,,20.8
2011,Arizona,,23.6
2011,Arizona,,25.4
2011,Arizona,,29.6
2011,Arizona,,29.9
2011,Arizona,,22.6
2011,Arizona,,34.2
2011,Arizona,,13.0
2011,Arizona,,17.4
2011,Arizona,,19.6
2011,Arizona,Female,25.8
2011,Arizona,,
2011,Arizona,,25.2
2011,Arizona,,33.8
2011,Arizona,,34.1
2011,Arizona,,36.2
2011,Arizona,Male,24.4
2011,Arizona,,26.8
2011,Arizona,,21.2
2011,Arizona,,
2011,Arizona,,25.9
2011,Arizona,,25.1
2011,Arkansas,,30.4
2011,Arkansas,,37.2
2011,Arkansas,,31.7
2011,Arkansas,,30.6
2011,Arkansas,,27.8
2011,Arkansas,,23.0
2011,Arkansas,,26.4
2011,Arkansas,,29.3
2011,Arkansas,,32.9
2011,Arkansas,,36.4
2011,Arkansas,,36.9
2011,Arkansas,,26.1
2011,Arkansas,,19.3
2011,Arkansas,,
2011,Arkansas,,26.4
2011,Arkansas,,24.9
2011,Arkansas,Female,31.2
2011,Arkansas,,
2011,Arkansas,,33.0
2011,Arkansas,,18.4
2011,Arkansas,,33.8
2011,Arkansas,,31.1
2011,Arkansas,Male,30.7
2011,Arkansas,,38.1
2011,Arkansas,,31.0
2011,Arkansas,,
2011,Arkansas,,31.0
2011,Arkansas,,30.9
2011,California,,30.1
2011,California,,27.2
2011,California,,22.1
2011,California,,24.3
2011,California,,17.7
2011,California,,14.5
2011,California,,26.9
2011,California,,23.7
2011,California,,25.9
2011,California,,27.6
2011,California,,27.6
2011,California,,21.2
2011,California,,37.3
2011,California,,8.1
2011,California,,15.3
2011,California,,17.5
2011,California,Female,24.5
2011,California,,23.2
2011,California,,26.4
2011,California,,30.3
2011,California,,29.9
2011,California,,32.9
2011,California,Male,23.1
2011,California,,33.1
2011,California,,22.0
2011,California,,
2011,California,,24.0
2011,California,,23.8
2011,Colorado,,24.2
2011,Colorado,,23.7
2011,Colorado,,21.3
2011,Colorado,,19.5
2011,Colorado,,18.3
2011,Colorado,,10.2
2011,Colorado,,23.0
2011,Colorado,,19.3
2011,Colorado,,22.7
2011,Colorado,,24.2
2011,Colorado,,24.2
2011,Colorado,,20.2
2011,Colorado,,30.7
2011,Colorado,,7.7
2011,Colorado,,15.6
2011,Colorado,,17.5
2011,Colorado,Female,20.3
2011,Colorado,,
2011,Colorado,,23.5
2011,Colorado,,26.5
2011,Colorado,,25.9
2011,Colorado,,25.7
2011,Colorado,Male,21.1
2011,Colorado,,34.2
2011,Colorado,,18.9
2011,Colorado,,23.5
2011,Colorado,,22.3
2011,Colorado,,20.7
2011,Connecticut,,28.7
2011,Connecticut,,24.7
2011,Connecticut,,27.5
2011,Connecticut,,23.2
2011,Connecticut,,20.7
2011,Connecticut,,16.1
2011,Connecticut,,30.1
2011,Connecticut,,23.2
2011,Connecticut,,25.4
2011,Connecticut,,27.0
2011,Connecticut,,28.6
2011,Connecticut,,23.7
2011,Connecticut,,
2011,Connecticut,,6.3
2011,Connecticut,,16.7
2011,Connecticut,,24.8
2011,Connecticut,Female,23.6
2011,Connecticut,,
2011,Connecticut,,29.0
2011,Connecticut,,32.6
2011,Connecticut,,31.7
2011,Connecticut,,31.2
2011,Connecticut,Male,25.4
2011,Connecticut,,32.8
2011,Connecticut,,23.0
2011,Connecticut,,36.0
2011,Connecticut,,26.4
2011,Connecticut,,24.5
2011,Delaware,,35.6
2011,Delaware,,31.0
2011,Delaware,,32.3
2011,Delaware,,26.4
2011,Delaware,,27.0
2011,Delaware,,14.2
2011,Delaware,,36.5
2011,Delaware,,25.3
2011,Delaware,,33.2
2011,Delaware,,31.4
2011,Delaware,,36.1
2011,Delaware,,28.9
2011,Delaware,,
2011,Delaware,,2.1
2011,Delaware,,24.1
2011,Delaware,,22.0
2011,Delaware,Female,28.6
2011,Delaware,,
2011,Delaware,,27.9
2011,Delaware,,22.4
2011,Delaware,,33.5
2011,Delaware,,35.2
2011,Delaware,Male,29.0
2011,Delaware,,38.2
2011,Delaware,,27.2
2011,Delaware,,
2011,Delaware,,30.9
2011,Delaware,,28.8
2011,District of Columbia,,35.3
2011,District of Columbia,,30.0
2011,District of Columbia,,27.6
2011,District of Columbia,,20.3
2011,District of Columbia,,12.7
2011,District of Columbia,,8.5
2011,District of Columbia,,32.2
2011,District of Columbia,,20.8
2011,District of Columbia,,22.0
2011,District of Columbia,,34.8
2011,District of Columbia,,30.6
2011,District of Columbia,,26.3
2011,District of Columbia,,
2011,District of Columbia,,0.9
2011,District of Columbia,,11.9
2011,District of Columbia,,22.1
2011,District of Columbia,Female,28.4
2011,District of Columbia,,
2011,District of Columbia,,33.0
2011,District of Columbia,,13.3
2011,District of Columbia,,41.6
2011,District of Columbia,,39.7
2011,District of Columbia,Male,18.6
2011,District of Columbia,,36.7
2011,District of Columbia,,10.7
2011,District of Columbia,,22.9
2011,District of Columbia,,31.0
2011,District of Columbia,,23.7
2011,Florida,,30.2
2011,Florida,,29.7
2011,Florida,,27.2
2011,Florida,,26.5
2011,Florida,,22.4
2011,Florida,,10.7
2011,Florida,,26.7
2011,Florida,,25.9
2011,Florida,,29.9
2011,Florida,,34.3
2011,Florida,,31.2
2011,Florida,,23.4
2011,Florida,,22.3
2011,Florida,,6.2
2011,Florida,,21.1
2011,Florida,,20.3
2011,Florida,Female,25.6
2011,Florida,,
2011,Florida,,27.5
2011,Florida,,27.8
2011,Florida,,31.8
2011,Florida,,32.7
2011,Florida,Male,27.7
2011,Florida,,35.7
2011,Florida,,24.9
2011,Florida,,
2011,Florida,,27.4
2011,Florida,,26.6
2011,Georgia,,33.2
2011,Georgia,,29.0
2011,Georgia,,26.8
2011,Georgia,,31.2
2011,Georgia,,21.3
2011,Georgia,,15.0
2011,Georgia,,27.1
2011,Georgia,,26.5
2011,Georgia,,29.6
2011,Georgia,,33.7
2011,Georgia,,34.4
2011,Georgia,,25.4
2011,Georgia,,31.6
2011,Georgia,,5.4
2011,Georgia,,21.4
2011,Georgia,,23.3
2011,Georgia,Female,29.3
2011,Georgia,,
2011,Georgia,,29.5
2011,Georgia,,26.4
2011,Georgia,,33.9
2011,Georgia,,34.1
2011,Georgia,Male,26.7
2011,Georgia,,36.8
2011,Georgia,,25.0
2011,Georgia,,8.6
2011,Georgia,,28.6
2011,Georgia,,28.0
2011,Hawaii,,21.2
2011,Hawaii,,21.9
2011,Hawaii,,19.9
2011,Hawaii,,28.2
2011,Hawaii,,21.0
2011,Hawaii,,9.3
2011,Hawaii,,32.5
2011,Hawaii,,23.7
2011,Hawaii,,30.5
2011,Hawaii,,25.0
2011,Hawaii,,22.8
2011,Hawaii,,16.9
2011,Hawaii,,
2011,Hawaii,,16.0
2011,Hawaii,,15.2
2011,Hawaii,,15.9
2011,Hawaii,Female,19.2
2011,Hawaii,,45.5
2011,Hawaii,,24.9
2011,Hawaii,,26.8
2011,Hawaii,,23.1
2011,Hawaii,,27.1
2011,Hawaii,Male,24.4
2011,Hawaii,,
2011,Hawaii,,19.0
2011,Hawaii,,23.2
2011,Hawaii,,22.8
2011,Hawaii,,21.8
2011,Idaho,,29.0
2011,Idaho,,29.0
2011,Idaho,,26.5
2011,Idaho,,28.9
2011,Idaho,,22.0
2011,Idaho,,15.7
2011,Idaho,,34.9
2011,Idaho,,27.6
2011,Idaho,,28.0
2011,Idaho,,32.0
2011,Idaho,,33.0
2011,Idaho,,24.3
2011,Idaho,,28.6
2011,Idaho,,
2011,Idaho,,21.5
2011,Idaho,,25.8
2011,Idaho,Female,27.9
2011,Idaho,,
2011,Idaho,,28.2
2011,Idaho,,35.9
2011,Idaho,,30.0
2011,Idaho,,32.8
2011,Idaho,Male,26.2
2011,Idaho,,
2011,Idaho,,25.9
2011,Idaho,,
2011,Idaho,,27.6
2011,Idaho,,27.0
2011,Illinois,,31.4
2011,Illinois,,26.9
2011,Illinois,,27.7
2011,Illinois,,28.1
2011,Illinois,,24.7
2011,Illinois,,11.8
2011,Illinois,,33.4
2011,Illinois,,24.3
2011,Illinois,,28.3
2011,Illinois,,32.8
2011,Illinois,,33.1
2011,Illinois,,29.1
2011,Illinois,,
2011,Illinois,,4.6
2011,Illinois,,23.4
2011,Illinois,,19.3
2011,Illinois,Female,26.5
2011,Illinois,,
2011,Illinois,,29.0
2011,Illinois,,25.2
2011,Illinois,,29.1
2011,Illinois,,29.0
2011,Illinois,Male,27.7
2011,Illinois,,39.2
2011,Illinois,,26.0
2011,Illinois,,
2011,Illinois,,28.0
2011,Illinois,,27.1
2011,Indiana,,35.3
2011,Indiana,,32.0
2011,Indiana,,30.3
2011,Indiana,,32.0
2011,Indiana,,26.4
2011,Indiana,,19.6
2011,Indiana,,45.4
2011,Indiana,,30.9
2011,Indiana,,33.2
2011,Indiana,,35.8
2011,Indiana,,36.7
2011,Indiana,,26.6
2011,Indiana,,37.9
2011,Indiana,,
2011,Indiana,,23.5
2011,Indiana,,27.5
2011,Indiana,Female,30.8
2011,Indiana,,
2011,Indiana,,32.3
2011,Indiana,,34.7
2011,Indiana,,35.0
2011,Indiana,,36.2
2011,Indiana,Male,30.9
2011,Indiana,,42.2
2011,Indiana,,29.5
2011,Indiana,,
2011,Indiana,,31.8
2011,Indiana,,30.8
2011,Iowa,,33.8
2011,Iowa,,32.1
2011,Iowa,,32.7
2011,Iowa,,33.3
2011,Iowa,,25.0
2011,Iowa,,14.4
2011,Iowa,,33.7
2011,Iowa,,22.8
2011,Iowa,,32.7
2011,Iowa,,35.6
2011,Iowa,,35.6
2011,Iowa,,29.1
2011,Iowa,,
2011,Iowa,,3.0
2011,Iowa,,23.2
2011,Iowa,,20.1
2011,Iowa,Female,27.4
2011,Iowa,,
2011,Iowa,,33.0
2011,Iowa,,33.2
2011,Iowa,,28.5
2011,Iowa,,28.2
2011,Iowa,Male,30.4
2011,Iowa,,27.8
2011,Iowa,,29.2
2011,Iowa,,
2011,Iowa,,29.0
2011,Iowa,,29.0
2011,Kansas,,31.8
2011,Kansas,,30.9
2011,Kansas,,32.7
2011,Kansas,,31.0
2011,Kansas,,25.6
2011,Kansas,,16.1
2011,Kansas,,33.5
2011,Kansas,,28.8
2011,Kansas,,32.9
2011,Kansas,,34.8
2011,Kansas,,36.0
2011,Kansas,,26.3
2011,Kansas,,32.8
2011,Kansas,,8.9
2011,Kansas,,24.9
2011,Kansas,,24.4
2011,Kansas,Female,29.1
2011,Kansas,,
2011,Kansas,,31.5
2011,Kansas,,30.5
2011,Kansas,,35.8
2011,Kansas,,30.6
2011,Kansas,Male,30.0
2011,Kansas,,40.9
2011,Kansas,,29.1
2011,Kansas,,32.6
2011,Kansas,,31.3
2011,Kansas,,29.6
2011,Kentucky,,35.6
2011,Kentucky,,30.0
2011,Kentucky,,33.7
2011,Kentucky,,34.4
2011,Kentucky,,23.4
2011,Kentucky,,21.2
2011,Kentucky,,45.2
2011,Kentucky,,28.7
2011,Kentucky,,33.7
2011,Kentucky,,34.8
2011,Kentucky,,36.4
2011,Kentucky,,25.1
2011,Kentucky,,25.9
2011,Kentucky,,
2011,Kentucky,,24.4
2011,Kentucky,,26.6
2011,Kentucky,Female,31.1
2011,Kentucky,,
2011,Kentucky,,31.4
2011,Kentucky,,22.2
2011,Kentucky,,36.6
2011,Kentucky,,34.0
2011,Kentucky,Male,29.6
2011,Kentucky,,43.2
2011,Kentucky,,29.5
2011,Kentucky,,47.1
2011,Kentucky,,30.6
2011,Kentucky,,30.4
2011,Louisiana,,36.7
2011,Louisiana,,36.8
2011,Louisiana,,36.3
2011,Louisiana,,36.8
2011,Louisiana,,29.9
2011,Louisiana,,17.0
2011,Louisiana,,23.0
2011,Louisiana,,32.7
2011,Louisiana,,38.5
2011,Louisiana,,39.7
2011,Louisiana,,41.0
2011,Louisiana,,28.7
2011,Louisiana,,39.6
2011,Louisiana,,
2011,Louisiana,,26.6
2011,Louisiana,,26.1
2011,Louisiana,Female,33.8
2011,Louisiana,,
2011,Louisiana,,33.6
2011,Louisiana,,37.4
2011,Louisiana,,35.4
2011,Louisiana,,36.3
2011,Louisiana,Male,33.0
2011,Louisiana,,39.4
2011,Louisiana,,31.0
2011,Louisiana,,25.1
2011,Louisiana,,35.8
2011,Louisiana,,33.4
2011,Maine,,33.7
2011,Maine,,30.0
2011,Maine,,27.8
2011,Maine,,25.8
2011,Maine,,22.5
2011,Maine,,14.8
2011,Maine,,29.9
2011,Maine,,28.8
2011,Maine,,28.9
2011,Maine,,32.4
2011,Maine,,32.7
2011,Maine,,24.5
2011,Maine,,29.0
2011,Maine,,
2011,Maine,,20.2
2011,Maine,,24.3
2011,Maine,Female,27.6
2011,Maine,,
2011,Maine,,31.4
2011,Maine,,30.3
2011,Maine,,31.7
2011,Maine,,32.2
2011,Maine,Male,28.1
2011,Maine,,15.0
2011,Maine,,27.9
2011,Maine,,
2011,Maine,,28.4
2011,Maine,,27.8
2011,Maryland,,31.0
2011,Maryland,,31.2
2011,Maryland,,36.8
2011,Maryland,,29.6
2011,Maryland,,24.4
2011,Maryland,,16.9
2011,Maryland,,27.5
2011,Maryland,,26.4
2011,Maryland,,32.0
2011,Maryland,,31.9
2011,Maryland,,32.8
2011,Maryland,,26.1
2011,Maryland,,
2011,Maryland,,8.8
2011,Maryland,,21.3
2011,Maryland,,23.4
2011,Maryland,Female,27.9
2011,Maryland,,
2011,Maryland,,32.6
2011,Maryland,,21.2
2011,Maryland,,35.0
2011,Maryland,,35.2
2011,Maryland,Male,28.7
2011,Maryland,,37.8
2011,Maryland,,25.9
2011,Maryland,,24.2
2011,Maryland,,29.3
2011,Maryland,,28.3
2011,Massachusetts,,26.1
2011,Massachusetts,,22.9
2011,Massachusetts,,25.4
2011,Massachusetts,,24.6
2011,Massachusetts,,19.3
2011,Massachusetts,,13.0
2011,Massachusetts,,26.0
2011,Massachusetts,,18.6
2011,Massachusetts,,25.0
2011,Massachusetts,,26.1
2011,Massachusetts,,28.0
2011,Massachusetts,,22.8
2011,Massachusetts,,42.4
2011,Massachusetts,,4.8
2011,Massachusetts,,17.3
2011,Massachusetts,,19.7
2011,Massachusetts,Female,21.4
2011,Massachusetts,,
2011,Massachusetts,,25.2
2011,Massachusetts,,30.9
2011,Massachusetts,,29.4
2011,Massachusetts,,31.1
2011,Massachusetts,Male,24.1
2011,Massachusetts,,31.8
2011,Massachusetts,,22.1
2011,Massachusetts,,26.6
2011,Massachusetts,,24.1
2011,Massachusetts,,22.7
2011,Michigan,,35.4
2011,Michigan,,30.5
2011,Michigan,,28.6
2011,Michigan,,32.6
2011,Michigan,,28.2
2011,Michigan,,17.3
2011,Michigan,,35.3
2011,Michigan,,31.3
2011,Michigan,,33.3
2011,Michigan,,34.7
2011,Michigan,,38.0
2011,Michigan,,29.5
2011,Michigan,,38.6
2011,Michigan,,6.9
2011,Michigan,,26.6
2011,Michigan,,28.4
2011,Michigan,Female,30.7
2011,Michigan,,
2011,Michigan,,32.1
2011,Michigan,,36.7
2011,Michigan,,37.0
2011,Michigan,,33.8
2011,Michigan,Male,31.9
2011,Michigan,,41.0
2011,Michigan,,29.7
2011,Michigan,,
2011,Michigan,,32.8
2011,Michigan,,31.3
2011,Minnesota,,28.7
2011,Minnesota,,27.4
2011,Minnesota,,29.3
2011,Minnesota,,28.9
2011,Minnesota,,22.0
2011,Minnesota,,14.7
2011,Minnesota,,31.0
2011,Minnesota,,24.5
2011,Minnesota,,28.6
2011,Minnesota,,27.9
2011,Minnesota,,32.2
2011,Minnesota,,23.7
2011,Minnesota,,38.3
2011,Minnesota,,9.1
2011,Minnesota,,20.1
2011,Minnesota,,23.0
2011,Minnesota,Female,22.9
2011,Minnesota,,
2011,Minnesota,,28.9
2011,Minnesota,,31.6
2011,Minnesota,,23.3
2011,Minnesota,,28.2
2011,Minnesota,Male,28.4
2011,Minnesota,,28.1
2011,Minnesota,,25.9
2011,Minnesota,,32.7
2011,Minnesota,,27.2
2011,Minnesota,,25.7
2011,Mississippi,,39.9
2011,Mississippi,,39.2
2011,Mississippi,,33.0
2011,Mississippi,,34.6
2011,Mississippi,,29.0
2011,Mississippi,,25.9
2011,Mississippi,,
2011,Mississippi,,35.7
2011,Mississippi,,39.9
2011,Mississippi,,40.8
2011,Mississippi,,37.5
2011,Mississippi,,27.9
2011,Mississippi,,
2011,Mississippi,,
2011,Mississippi,,31.2
2011,Mississippi,,29.2
2011,Mississippi,Female,37.3
2011,Mississippi,,
2011,Mississippi,,34.7
2011,Mississippi,,26.8
2011,Mississippi,,37.6
2011,Mississippi,,35.4
2011,Mississippi,Male,32.4
2011,Mississippi,,42.9
2011,Mississippi,,30.7
2011,Mississippi,,
2011,Mississippi,,36.9
2011,Mississippi,,34.9
2011,Missouri,,34.2
2011,Missouri,,31.5
2011,Missouri,,30.0
2011,Missouri,,30.7
2011,Missouri,,27.6
2011,Missouri,,18.5
2011,Missouri,,32.2
2011,Missouri,,26.1
2011,Missouri,,33.2
2011,Missouri,,37.7
2011,Missouri,,37.4
2011,Missouri,,26.2
2011,Missouri,,37.0
2011,Missouri,,
2011,Missouri,,26.4
2011,Missouri,,27.0
2011,Missouri,Female,30.7
2011,Missouri,,
2011,Missouri,,30.3
2011,Missouri,,27.8
2011,Missouri,,31.8
2011,Missouri,,33.8
2011,Missouri,Male,29.8
2011,Missouri,,39.5
2011,Missouri,,29.4
2011,Missouri,,
2011,Missouri,,31.5
2011,Missouri,,30.3
2011,Montana,,25.6
2011,Montana,,27.4
2011,Montana,,23.8
2011,Montana,,24.3
2011,Montana,,21.1
2011,Montana,,15.7
2011,Montana,,29.9
2011,Montana,,23.8
2011,Montana,,23.8
2011,Montana,,31.7
2011,Montana,,27.9
2011,Montana,,21.9
2011,Montana,,36.1
2011,Montana,,
2011,Montana,,20.2
2011,Montana,,19.0
2011,Montana,Female,23.3
2011,Montana,,
2011,Montana,,27.8
2011,Montana,,22.5
2011,Montana,,31.2
2011,Montana,,23.5
2011,Montana,Male,25.8
2011,Montana,,
2011,Montana,,24.1
2011,Montana,,26.0
2011,Montana,,25.3
2011,Montana,,24.6
2011,Nebraska,,30.4
2011,Nebraska,,30.3
2011,Nebraska,,32.6
2011,Nebraska,,30.5
2011,Nebraska,,25.1
2011,Nebraska,,14.7
2011,Nebraska,,31.5
2011,Nebraska,,27.3
2011,Nebraska,,32.8
2011,Nebraska,,31.6
2011,Nebraska,,35.1
2011,Nebraska,,27.2
2011,Nebraska,,44.7
2011,Nebraska,,9.5
2011,Nebraska,,24.1
2011,Nebraska,,21.3
2011,Nebraska,Female,27.6
2011,Nebraska,,
2011,Nebraska,,30.3
2011,Nebraska,,29.8
2011,Nebraska,,29.2
2011,Nebraska,,28.1
2011,Nebraska,Male,29.2
2011,Nebraska,,32.8
2011,Nebraska,,28.3
2011,Nebraska,,18.2
2011,Nebraska,,30.0
2011,Nebraska,,28.4
2011,Nevada,,24.2
2011,Nevada,,25.4
2011,Nevada,,24.0
2011,Nevada,,29.7
2011,Nevada,,22.3
2011,Nevada,,14.0
2011,Nevada,,37.3
2011,Nevada,,28.0
2011,Nevada,,27.4
2011,Nevada,,27.5
2011,Nevada,,27.8
2011,Nevada,,18.1
2011,Nevada,,59.2
2011,Nevada,,9.2
2011,Nevada,,19.4
2011,Nevada,,22.6
2011,Nevada,Female,23.4
2011,Nevada,,
2011,Nevada,,23.1
2011,Nevada,,29.1
2011,Nevada,,24.6
2011,Nevada,,27.6
2011,Nevada,Male,25.5
2011,Nevada,,31.1
2011,Nevada,,21.9
2011,Nevada,,8.0
2011,Nevada,,27.4
2011,Nevada,,24.5
2011,New Hampshire,,29.1
2011,New Hampshire,,24.2
2011,New Hampshire,,26.7
2011,New Hampshire,,28.6
2011,New Hampshire,,24.3
2011,New Hampshire,,13.2
2011,New Hampshire,,
2011,New Hampshire,,24.9
2011,New Hampshire,,30.4
2011,New Hampshire,,27.4
2011,New Hampshire,,32.4
2011,New Hampshire,,24.8
2011,New Hampshire,,
2011,New Hampshire,,
2011,New Hampshire,,19.6
2011,New Hampshire,,23.2
2011,New Hampshire,Female,24.1
2011,New Hampshire,,
2011,New Hampshire,,29.3
2011,New Hampshire,,22.6
2011,New Hampshire,,30.9
2011,New Hampshire,,28.4
2011,New Hampshire,Male,28.3
2011,New Hampshire,,
2011,New Hampshire,,26.5
2011,New Hampshire,,26.2
2011,New Hampshire,,29.1
2011,New Hampshire,,26.2
2011,New Jersey,,30.4
2011,New Jersey,,26.6
2011,New Jersey,,26.1
2011,New Jersey,,23.4
2011,New Jersey,,21.0
2011,New Jersey,,12.1
2011,New Jersey,,28.9
2011,New Jersey,,21.7
2011,New Jersey,,23.4
2011,New Jersey,,27.5
2011,New Jersey,,28.2
2011,New Jersey,,25.0
2011,New Jersey,,26.1
2011,New Jersey,,10.2
2011,New Jersey,,17.4
2011,New Jersey,,18.4
2011,New Jersey,Female,21.8
2011,New Jersey,,
2011,New Jersey,,26.9
2011,New Jersey,,27.3
2011,New Jersey,,28.5
2011,New Jersey,,29.4
2011,New Jersey,Male,25.6
2011,New Jersey,,31.8
2011,New Jersey,,23.1
2011,New Jersey,,12.3
2011,New Jersey,,25.1
2011,New Jersey,,23.7
2011,New Mexico,,29.6
2011,New Mexico,,24.2
2011,New Mexico,,27.2
2011,New Mexico,,27.7
2011,New Mexico,,22.0
2011,New Mexico,,15.7
2011,New Mexico,,9.7
2011,New Mexico,,26.2
2011,New Mexico,,33.5
2011,New Mexico,,31.1
2011,New Mexico,,29.4
2011,New Mexico,,19.9
2011,New Mexico,,36.8
2011,New Mexico,,1.9
2011,New Mexico,,19.4
2011,New Mexico,,21.1
2011,New Mexico,Female,26.3
2011,New Mexico,,
2011,New Mexico,,27.8
2011,New Mexico,,29.9
2011,New Mexico,,31.3
2011,New Mexico,,31.9
2011,New Mexico,Male,26.3
2011,New Mexico,,23.7
2011,New Mexico,,22.5
2011,New Mexico,,22.2
2011,New Mexico,,27.0
2011,New Mexico,,26.3
2011,New York,,26.5
2011,New York,,26.0
2011,New York,,28.5
2011,New York,,26.8
2011,New York,,20.1
2011,New York,,9.5
2011,New York,,36.1
2011,New York,,20.9
2011,New York,,25.9
2011,New York,,29.8
2011,New York,,30.5
2011,New York,,25.9
2011,New York,,
2011,New York,,9.9
2011,New York,,18.2
2011,New York,,22.1
2011,New York,Female,23.7
2011,New York,,
2011,New York,,26.9
2011,New York,,26.3
2011,New York,,27.3
2011,New York,,27.5
2011,New York,Male,25.3
2011,New York,,32.5
2011,New York,,23.6
2011,New York,,
2011,New York,,27.1
2011,New York,,24.5
2011,North Carolina,,31.8
2011,North Carolina,,33.3
2011,North Carolina,,30.0
2011,North Carolina,,27.9
2011,North Carolina,,24.5
2011,North Carolina,,19.1
2011,North Carolina,,22.8
2011,North Carolina,,30.3
2011,North Carolina,,30.7
2011,North Carolina,,34.9
2011,North Carolina,,31.2
2011,North Carolina,,25.7
2011,North Carolina,,37.7
2011,North Carolina,,6.5
2011,North Carolina,,22.2
2011,North Carolina,,25.7
2011,North Carolina,Female,30.0
2011,North Carolina,,
2011,North Carolina,,31.1
2011,North Carolina,,29.0
2011,North Carolina,,34.8
2011,North Carolina,,31.9
2011,North Carolina,Male,28.3
2011,North Carolina,,40.7
2011,North Carolina,,26.2
2011,North Carolina,,17.6
2011,North Carolina,,31.4
2011,North Carolina,,29.1
2011,North Dakota,,26.6
2011,North Dakota,,28.7
2011,North Dakota,,32.6
2011,North Dakota,,29.0
2011,North Dakota,,27.0
2011,North Dakota,,10.7
2011,North Dakota,,
2011,North Dakota,,28.3
2011,North Dakota,,35.1
2011,North Dakota,,34.1
2011,North Dakota,,36.2
2011,North Dakota,,24.4
2011,North Dakota,,44.1
2011,North Dakota,,
2011,North Dakota,,26.5
2011,North Dakota,,18.7
2011,North Dakota,Female,25.4
2011,North Dakota,,
2011,North Dakota,,28.0
2011,North Dakota,,36.6
2011,North Dakota,,33.0
2011,North Dakota,,25.1
2011,North Dakota,Male,30.0
2011,North Dakota,,
2011,North Dakota,,26.9
2011,North Dakota,,
2011,North Dakota,,29.2
2011,North Dakota,,27.8
2011,Ohio,,31.4
2011,Ohio,,33.0
2011,Ohio,,34.8
2011,Ohio,,32.4
2011,Ohio,,24.0
2011,Ohio,,16.1
2011,Ohio,,28.3
2011,Ohio,,28.2
2011,Ohio,,32.6
2011,Ohio,,33.9
2011,Ohio,,34.4
2011,Ohio,,28.7
2011,Ohio,,48.2
2011,Ohio,,11.2
2011,Ohio,,22.0
2011,Ohio,,24.1
2011,Ohio,Female,27.6
2011,Ohio,,
2011,Ohio,,32.1
2011,Ohio,,32.1
2011,Ohio,,32.8
2011,Ohio,,34.6
2011,Ohio,Male,31.6
2011,Ohio,,33.9
2011,Ohio,,29.2
2011,Ohio,,11.0
2011,Ohio,,30.5
2011,Ohio,,29.6
2011,Oklahoma,,35.8
2011,Oklahoma,,29.4
2011,Oklahoma,,36.2
2011,Oklahoma,,32.5
2011,Oklahoma,,25.8
2011,Oklahoma,,19.7
2011,Oklahoma,,32.9
2011,Oklahoma,,29.4
2011,Oklahoma,,40.0
2011,Oklahoma,,32.7
2011,Oklahoma,,37.4
2011,Oklahoma,,26.3
2011,Oklahoma,,40.8
2011,Oklahoma,,14.7
2011,Oklahoma,,26.5
2011,Oklahoma,,24.0
2011,Oklahoma,Female,31.5
2011,Oklahoma,,
2011,Oklahoma,,33.8
2011,Oklahoma,,28.6
2011,Oklahoma,,33.2
2011,Oklahoma,,31.0
2011,Oklahoma,Male,30.6
2011,Oklahoma,,34.8
2011,Oklahoma,,30.4
2011,Oklahoma,,
2011,Oklahoma,,31.3
2011,Oklahoma,,31.1
2011,Oregon,,29.6
2011,Oregon,,29.8
2011,Oregon,,28.9
2011,Oregon,,24.4
2011,Oregon,,22.9
2011,Oregon,,15.3
2011,Oregon,,32.6
2011,Oregon,,28.2
2011,Oregon,,27.1
2011,Oregon,,31.8
2011,Oregon,,29.8
2011,Oregon,,24.6
2011,Oregon,,
2011,Oregon,,14.0
2011,Oregon,,17.1
2011,Oregon,,23.8
2011,Oregon,Female,27.2
2011,Oregon,,
2011,Oregon,,27.8
2011,Oregon,,28.8
2011,Oregon,,30.7
